company_id,name,founded_year,industry,headquarters,employee_count,revenue (M USD)
350,Armstrong Group,2016,Finance,"Howellton, CA",1062,3389.87
351,Brooks-Bush,1969,Food & Beverage,"Thomaschester, MS",16636,2167.49
352,Martinez-Bell,1974,Healthcare,"Lake Kennethborough, MI",14804,3244.24
353,Stewart-Buckley,1960,Manufacturing,"Randyburgh, VA",6676,7433.09
354,Ramirez Ltd,2012,Technology,"New Edward, AK",18452,1439.63
355,Sims Ltd,2005,Healthcare,"Port Erika, PA",5583,1231.99
356,Norton-Garcia,1974,Manufacturing,"Robertland, MD",17211,2993.23
357,"Jones, Gomez and Short",1999,Technology,"Lake Christopher, OR",2312,1872.63
358,Ortiz-Hoffman,1996,Retail,"Hicksport, VT",19618,2495.98
359,Mason Inc,1953,Technology,"Huntborough, NJ",11108,4947.2
360,Wong-Archer,1959,Healthcare,"Port Robertburgh, NE",10159,6985.61
361,"Diaz, Edwards and Beltran",1954,Retail,"East Sarah, OH",1245,168.23
362,"Ray, Thompson and Price",1956,Technology,"North Tonya, KY",11415,8425.6
363,Martin Group,1975,Food & Beverage,"Georgeside, UT",4126,437.63
364,Anderson-Bailey,2005,Manufacturing,"Juliebury, DC",7351,973.55
365,Harmon-Ramirez,2003,Food & Beverage,"Barbaramouth, OR",17835,1719.03
366,Richard-Turner,1981,Food & Beverage,"Timothyland, WV",16332,8907.44
367,Spencer LLC,1951,Retail,"Crossburgh, NE",5988,6060.06
368,"Edwards, Copeland and Johnson",1984,Retail,"Freemanport, WV",5119,690.59
369,Stewart-Brown,1957,Technology,"Powellside, NY",6545,5316.54
370,"Murray, Smith and Taylor",2014,Manufacturing,"Lake Brianview, WA",12941,2399.49
371,Poole-Miller,1985,Retail,"New Davidside, GA",2668,9372.69
372,Hall Inc,1960,Food & Beverage,"North Taramouth, MI",11206,7524.23
373,Wilson and Sons,2007,Technology,"East Kimhaven, MD",14326,5538.54
374,Jones and Sons,1981,Finance,"Kennedystad, SD",19899,890.44
375,Shaw and Sons,2004,Food & Beverage,"Angelaville, MD",18189,1555.11
376,"Johnson, Lin and Hobbs",1991,Technology,"Kimberlyhaven, NC",18795,3475.13
377,"Potter, Odom and Smith",2016,Healthcare,"Sarahside, SD",13587,6574.1
378,Clark Ltd,2010,Food & Beverage,"Jamesview, WY",3928,6572.53
379,Ford LLC,1988,Manufacturing,"Hernandezmouth, DC",10199,1197.73
380,Mitchell-Garcia,1984,Manufacturing,"Nunezton, AR",8593,4211.33
381,Garcia-Dickson,2000,Retail,"Port Jonathan, NC",9309,4163.77
382,Brown Ltd,1971,Healthcare,"Elizabethchester, AZ",12711,4322.9
383,Odonnell Ltd,1963,Finance,"North Gina, LA",14393,223.41
384,"Fields, Martinez and Roberts",1983,Healthcare,"Turnerport, OK",3933,1857.35
385,Smith PLC,1977,Technology,"Gabriellaport, FL",828,1700.85
386,Wood Group,1972,Technology,"North Felicia, MT",5930,429.74
387,Blair-Rodriguez,1982,Technology,"South Susan, NJ",18028,3924.41
388,House and Sons,1988,Finance,"Jamesville, ID",9304,9686.08
389,"Garcia, Higgins and Harris",1971,Finance,"New Shariview, HI",135,6862.17
390,Davis Inc,1997,Food & Beverage,"South Natalie, CA",18616,9359.17
391,"Mcpherson, Wilson and Harris",1956,Healthcare,"Port Paulside, GA",10232,8679.42
392,Pham-Boyd,1963,Finance,"Port Christopherfurt, MO",6286,2995.66
393,Thomas Ltd,2018,Technology,"South Daniel, GA",6189,8440.49
394,"Perez, Mann and Johnson",1993,Technology,"Lake Rebeccaland, PA",4897,82.01
395,"Williamson, Johnston and Cox",1962,Manufacturing,"East Kelsey, OH",17636,2485.07
396,Hernandez LLC,1973,Manufacturing,"West Bobby, WA",18186,3075.66
397,Munoz Ltd,1952,Technology,"Lake Michelleton, MN",2655,2887.08
398,Nguyen Ltd,1969,Finance,"Ryanville, UT",16157,9801.74
399,"Smith, Mendez and Williams",2005,Food & Beverage,"Jodiberg, ID",19728,5372.23
400,Shea-Jones,1962,Manufacturing,"Pughton, AL",12007,5786.89
401,"Smith, Stevenson and Allen",1975,Finance,"Port Paula, NJ",19380,2107.39
402,Barnes Group,2022,Manufacturing,"Nathanville, DE",15104,9606.54
403,Martin-Roberts,1991,Technology,"North Charles, OH",15533,753.01
404,Rodriguez Group,1995,Technology,"Rodriguezborough, OK",1360,4087.26
405,Chung Ltd,2014,Manufacturing,"New Michellemouth, VT",10552,4433.52
406,Lewis-Gonzalez,2021,Manufacturing,"South Danieltown, CA",1540,6345.27
407,Freeman Inc,1973,Food & Beverage,"West Patriciatown, LA",1287,5801.95
408,"Lopez, Young and Johnson",1989,Retail,"Port Carolmouth, KY",2088,5636.55
409,Clayton-Alvarez,1998,Healthcare,"Lake Matthewborough, CA",18834,2206.65
410,Riley-Dominguez,1978,Healthcare,"Blakeville, MO",6364,4565.67
411,Smith-Murray,1995,Retail,"Dominguezmouth, WV",3895,1708.98
412,Crawford-Grant,2018,Finance,"South Brittany, WA",7295,5752.12
413,"Lopez, Smith and Garrett",2009,Retail,"Lake Tammyburgh, LA",13986,2978.66
414,"Curtis, Wilkerson and Bender",1975,Retail,"East Daniel, OK",7445,6067.56
415,Ross Ltd,2000,Healthcare,"Williamsbury, IA",17075,2462.15
416,Rice PLC,1984,Retail,"Holdenhaven, NV",12118,9746.77
417,White-Brady,1969,Finance,"Archerview, HI",12480,6966.2
418,Mcdowell Inc,1979,Healthcare,"New Joshua, NJ",9447,7734.59
419,"Lee, Duncan and Norris",2003,Technology,"Coleton, WV",4693,9360.76
420,Patrick-Cox,1957,Retail,"South Rachel, MI",19999,8604.36
421,Rivera-Petty,1969,Retail,"Kylechester, OH",6689,2748.64
422,Cunningham PLC,2011,Finance,"Nolanbury, VA",7281,2791.9
423,Jones Group,1961,Technology,"Derekfurt, WV",8638,8614.35
424,"Wilson, Bennett and Pennington",1966,Finance,"Wellsfort, AL",3082,5290.15
425,Combs Ltd,1977,Retail,"Kellyview, OH",8139,6595.14
426,Allen Inc,1980,Finance,"Sarabury, CT",8274,2589.6
427,"Terry, Graves and Robinson",2021,Food & Beverage,"Phillipsfurt, MO",12463,3025.46
428,Foster-Henry,1991,Retail,"West Mariaburgh, AR",17398,9391.14
429,Hayes-Wolf,2007,Healthcare,"Moniquechester, NY",284,711.55
430,Huff Group,2013,Retail,"Miguelburgh, NH",8712,9810.28
431,"Wright, Jimenez and Miller",2021,Technology,"East Kenneth, KS",7660,1700.85
432,Moore and Sons,1983,Food & Beverage,"New Jason, WY",9892,6119.03
433,"Martin, Miranda and Mann",1997,Food & Beverage,"South Kaitlinport, NC",5218,1012.75
434,Schneider and Sons,1981,Manufacturing,"Lake Karenburgh, NE",11909,4610.68
435,Fry-Wilson,2015,Manufacturing,"West Jose, AK",18036,1451.94
436,Smith LLC,1971,Food & Beverage,"New Joshua, MD",11697,6328.04
437,Wilson Ltd,2010,Manufacturing,"Annetteton, MA",10009,8892.58
438,Reid and Sons,1983,Food & Beverage,"Cooperport, MA",3044,1109.21
439,Olson PLC,2009,Retail,"Port Albert, NH",16418,8833.66
440,"Vasquez, Olson and Jones",1996,Technology,"Danielland, WV",15902,1903.72
441,Meadows-Henson,1979,Food & Beverage,"Garciaberg, MA",14337,5633.57
442,"Alvarado, Thomas and Davis",1984,Healthcare,"Briannamouth, GA",9874,325.78
443,Nunez-Zhang,1984,Technology,"West Garyland, TX",284,1165.64
444,Duncan Ltd,1994,Food & Beverage,"Lake Valerieberg, NE",9304,5228.15
445,"Kane, Willis and Salinas",1983,Manufacturing,"East Kelly, NV",6199,7741.87
446,"Guzman, Brown and Nelson",1979,Manufacturing,"Douglasfort, WA",2701,1361.72
447,Frederick LLC,2004,Finance,"Kingstad, IA",6664,607.07
448,Macdonald-Santana,1950,Healthcare,"Montgomeryberg, SD",4563,1988.59
449,Rivas-Wolf,1974,Technology,"Jordanton, KS",6059,4331.8
450,Myers LLC,1966,Food & Beverage,"East Kristinashire, AL",9835,4596.47
451,"Elliott, Davis and Brown",2011,Manufacturing,"Lake Cynthiamouth, NY",7779,9880.6
452,"Caldwell, Weber and Edwards",1968,Retail,"North Matthewbury, RI",2919,379.96
453,"Nelson, Dawson and Kramer",1994,Food & Beverage,"Joshuachester, CT",3558,3624.28
454,Roberts-Robinson,1994,Finance,"East Aprilfurt, MS",7148,1119.14
455,"Mendez, Sanchez and Rodriguez",1958,Manufacturing,"Brittanyview, VT",1605,8421.89
456,Franklin-Ferrell,1957,Healthcare,"Richardchester, TX",276,3144.5
457,Lynn-Clayton,1974,Technology,"South Lisaside, WY",2090,8675.76
458,Martin and Sons,1972,Healthcare,"Port Kenneth, AZ",8734,8841.06
459,Scott-Knight,1950,Retail,"Douglasmouth, HI",6016,6014.68
460,Jenkins and Sons,1994,Finance,"New Dawnmouth, CA",11783,3732.66
461,"Montoya, Meyer and Jackson",2016,Finance,"West Christine, IN",17276,165.59
462,Reid Inc,1958,Healthcare,"West Michelleberg, NE",1938,312.58
463,Matthews and Sons,1954,Retail,"Estradabury, ND",17233,3360.42
464,"Stewart, Ayers and Park",1969,Retail,"East Andre, NY",13191,8873.98
465,"Allen, Gardner and Richards",1967,Retail,"Ericland, MI",18737,6304.74
466,Hart and Sons,1967,Technology,"Willietown, AZ",6055,4868.98
467,"Harris, Page and Warren",1965,Manufacturing,"Port Vanessa, KY",5368,6828.62
468,Kelly-Vargas,1990,Finance,"Welchland, OR",17308,1646.04
469,Anderson-Davis,2014,Manufacturing,"South Trevor, VT",1033,2953.55
470,Stephens-Butler,1978,Healthcare,"Anthonyview, RI",7740,9064.15
471,Hays-Palmer,1989,Technology,"Wellsshire, MS",16614,8376.39
472,"Jackson, Gonzalez and Dunlap",1957,Food & Beverage,"Kaylaport, IN",9647,9972.02
473,Aguilar Group,1983,Manufacturing,"North Sharonshire, CO",12942,3313.83
474,"Chapman, Johnson and Rogers",1978,Retail,"Anthonychester, HI",7453,3425.46
475,Martinez Inc,1988,Technology,"Christopherland, PA",200,6566.8
476,Taylor-Smith,1999,Healthcare,"New Michelle, AZ",6317,4668.09
477,Park Ltd,1982,Healthcare,"Thomasbury, MT",18114,2998.56
478,King LLC,1976,Food & Beverage,"Jeffreyside, WI",668,3910.07
479,"Reyes, Harris and Pittman",1974,Healthcare,"Johnnyburgh, ID",18882,8586.57
480,"Sweeney, Gonzalez and Lara",1974,Technology,"Erinbury, KY",15075,8779.06
481,Kim LLC,1952,Healthcare,"North Michaela, ID",17420,2478.27
482,Johnson Inc,2018,Retail,"West Bryanmouth, ND",19433,5224.18
483,"Roberts, Adams and Hunter",1961,Manufacturing,"East Shelbyhaven, VT",8330,8328.15
484,Huff Group,1972,Manufacturing,"East Marcustown, IA",5359,1832.78
485,"Meyer, Arnold and Cline",1972,Healthcare,"Shannonton, NE",17257,1031.11
486,Gutierrez Ltd,1972,Food & Beverage,"West Kennethfurt, TN",8188,8209.54
487,Roberts-Bryant,2012,Finance,"South Ronaldton, CO",15106,5106.1
488,"Bradley, Baker and Thomas",2000,Manufacturing,"West Kevin, PA",1516,8518.88
489,Bennett-Fleming,1953,Retail,"Pottshaven, AK",4183,9816.87
490,Williams Group,1991,Healthcare,"Martinezbury, CO",1150,1418.03
491,Reyes-Walsh,1989,Technology,"Port Eric, CA",15111,2026.05
492,"Chavez, Francis and Anderson",2019,Technology,"Smithbury, TX",15885,8658.42
493,"Kramer, Nelson and Winters",2011,Food & Beverage,"Mooreport, SD",10813,9722.89
494,"Black, Drake and Jones",2017,Healthcare,"Longview, CT",371,2996.49
495,Green Inc,1952,Finance,"Kevinshire, CT",17841,5126.88
496,White-Cummings,2000,Food & Beverage,"Mccarthyville, NV",10476,1727.34
497,"Jackson, Greene and Chang",1983,Retail,"Millerborough, MN",13962,1216.19
498,"Case, Montgomery and Morris",1991,Technology,"New Michaelstad, MI",15230,1131.04
499,Mills-Reese,1967,Technology,"North Keith, SD",7688,1137.12
500,"Durham, Barr and Ross",1968,Finance,"Stewartmouth, WI",18339,888.46
501,Young-Hill,1957,Retail,"Lawsonbury, MO",17884,2507.54
502,"Scott, Perry and Floyd",2003,Food & Beverage,"Johnathanmouth, WY",14122,3457.52
503,Davila Group,1985,Technology,"Ruizland, MD",7366,4972.25
504,Pena and Sons,1980,Retail,"Juanfort, SC",6541,6067.7
505,Sanchez and Sons,1996,Manufacturing,"East Ronald, NE",14075,6968.51
506,"Barber, Harmon and Mccoy",2015,Finance,"East Jamesbury, CO",1818,7069.39
507,Walker and Sons,1982,Healthcare,"East Donnamouth, NY",1511,8506.47
508,"Mckenzie, Williamson and Washington",1975,Healthcare,"New Daniel, WA",4131,7133.23
509,"Bennett, Henderson and Anderson",1975,Manufacturing,"Barronberg, MN",9055,5562.82
510,Powell-Allen,2022,Retail,"Johnbury, MN",3699,4201.35
511,"Hamilton, Perez and Vega",1987,Food & Beverage,"West Sarahhaven, ND",11542,7725.36
512,Norton Inc,1954,Finance,"Karenside, NC",7159,9919.17
513,"Patterson, Bradley and Martinez",2022,Healthcare,"South Robert, MN",15448,5929.3
514,"Jenkins, Bailey and Casey",1991,Technology,"Port William, AK",7895,835.94
515,"Moore, Carney and Morales",1975,Food & Beverage,"Smithberg, WI",7436,2026.2
516,"Martinez, Novak and Fisher",1955,Food & Beverage,"North Ryan, AR",3470,2290.59
517,"Booker, Vaughn and Graham",1999,Healthcare,"Douglaschester, CA",14450,6497.74
518,Green LLC,1974,Manufacturing,"Larryborough, PA",11680,5846.92
519,Clark and Sons,1974,Finance,"Wardtown, OR",8335,8443.02
520,Rivera-Morris,2019,Food & Beverage,"Christopherton, WA",11816,7719.48
521,Hill Ltd,1952,Food & Beverage,"North Katiemouth, WY",1654,9276.09
522,Becker-Miller,1955,Food & Beverage,"Martinmouth, KY",3396,4904.07
523,Palmer PLC,1983,Healthcare,"Hernandezview, TN",4482,8548.81
524,Solis Inc,1982,Technology,"Johnside, ID",17215,4140.73
525,Phelps Group,1989,Food & Beverage,"Lake Davidtown, CT",11929,2922.11
526,Hill-Peck,1959,Finance,"Kevinside, GA",4974,2244.96
527,"Young, Reynolds and Gonzalez",1955,Healthcare,"Jacquelineside, UT",229,6571.71
528,"Sanchez, Gonzalez and Armstrong",1998,Manufacturing,"Port Brandonmouth, NE",9504,3173.51
529,Calderon PLC,1978,Finance,"Donaldsonhaven, TN",5294,8421.59
530,"Hines, Roberson and Barrera",1972,Manufacturing,"Graceview, PA",9327,9860.57
531,"Hunter, Bowen and Fitzgerald",2015,Manufacturing,"East James, TN",13071,8798.94
532,Cox-Macias,1990,Healthcare,"North Heather, DE",1850,966.17
533,Herrera-Irwin,1977,Finance,"East Benjaminside, NE",17462,9799.7
534,Jackson-Harris,1969,Technology,"Alexishaven, TN",16861,9009.93
535,"Wilcox, Roberson and Wilson",2004,Manufacturing,"Port Garyton, SC",13128,8634.62
536,"Powell, Yu and Kramer",1995,Finance,"Port Nathan, VT",10193,4972.49
537,"Stewart, Sandoval and Hobbs",1996,Manufacturing,"Davisshire, AL",16517,3093.75
538,Parker-Hale,2021,Technology,"Port Jerrychester, MN",9041,2581.19
539,Bell-Baker,1951,Food & Beverage,"Erikaville, DE",6754,8698.8
540,"Mckinney, Copeland and Miller",1979,Finance,"Brentborough, MO",5520,8606.1
541,Ruiz-Rogers,1978,Technology,"Goodmanland, PA",16441,3104.62
542,Nelson-Burton,1985,Finance,"Lindaville, VA",14932,3039.1
543,Mills PLC,1993,Healthcare,"Christinafort, SD",10029,271.08
544,"Skinner, Ortega and Garcia",2013,Finance,"West Dianeton, HI",15988,5983.62
545,Garcia Inc,2004,Manufacturing,"Watkinschester, VA",18129,4621.83
546,Graham-Stevens,2017,Manufacturing,"Theresaberg, VA",2260,6566.56
547,Perez-Bryant,1953,Retail,"Debratown, VA",5461,3415.5
548,Harvey Ltd,2014,Healthcare,"Port Kelseystad, UT",10190,1425.15
549,Weber PLC,1972,Manufacturing,"Kirkburgh, HI",16189,5668.73
550,Hartman-Wong,2012,Healthcare,"Michaelbury, DE",2954,3918.45
551,Bailey-Gomez,1950,Manufacturing,"Wrightberg, DE",16918,5350.07
552,Wallace-Watkins,1998,Manufacturing,"Mccoyton, PA",15535,4621.26
553,"Wilson, Moore and Howard",1971,Retail,"New Tylerton, OK",6013,4646.84
554,Parsons-Atkinson,1965,Manufacturing,"Padillaville, PA",10285,1987.81
555,Lyons-Gonzalez,1952,Technology,"Rogersville, DC",16395,4457.15
556,"Johnson, Moore and Ward",2013,Manufacturing,"South Elizabethport, IN",5956,7623.45
557,Gibson LLC,1994,Technology,"Port Lawrencetown, MD",6717,3391.08
558,"Mccoy, Newman and Mcdaniel",2010,Manufacturing,"North Jillberg, KS",13190,7788.17
559,Johns Group,1996,Finance,"West Jane, MI",13775,6716.81
560,Chung Inc,1998,Technology,"Tranland, IA",19323,2763.8
561,"Chambers, Jackson and Webb",2010,Manufacturing,"Port Jessica, SC",17354,8385.56
562,Hernandez-Howell,1965,Technology,"Lake Joeview, MA",1581,4701.22
563,Townsend-Lopez,1960,Retail,"Port Ronnie, OH",5313,3445.57
564,Williams Ltd,2009,Manufacturing,"Lake Patricia, MD",18658,1427.35
565,Watkins-Mckinney,1990,Technology,"Hamiltonview, TX",12164,9130.82
566,Francis-Manning,1989,Retail,"Hardybury, MI",14298,712.18
567,Faulkner-Wu,2011,Food & Beverage,"New Edwardmouth, SD",14707,5953.94
568,Hardy Inc,2017,Retail,"Turnermouth, NM",3594,9105.48
569,Stanley-Hughes,1951,Food & Beverage,"Fisherbury, SD",13506,3926.95
570,Smith Inc,1984,Finance,"Margaretmouth, DC",3432,1418.92
571,Henderson Group,2003,Healthcare,"Williamland, NC",4965,3645.1
572,"Glover, Ortiz and Crawford",1971,Technology,"Hancockchester, DC",13996,2917.71
573,Pollard-Mitchell,2022,Finance,"East Wesleyside, NH",5653,505.1
574,"Tucker, Hopkins and Horne",2017,Retail,"Donaldshire, ID",16084,4783.09
575,"Robertson, Lester and Jackson",1952,Food & Beverage,"Robinsonburgh, CO",18664,4082.67
576,Vaughn-Tucker,1991,Finance,"Brooksville, CO",15058,1932.15
577,"Rodriguez, Terry and Mendoza",2020,Healthcare,"Port Derek, NY",17546,1208.89
578,Brown Ltd,1968,Manufacturing,"Adamsfort, AR",5990,3721.78
579,Jimenez LLC,1998,Finance,"Mercadoborough, AZ",17109,3908.46
580,"Griffith, Jones and Graham",1983,Healthcare,"North Margaretchester, DC",142,6837.67
581,Hunt-Parker,1987,Finance,"Lake Michael, CT",19204,5638.0
582,Christensen Group,2019,Retail,"West Melissa, IA",9693,6841.38
583,Marshall-Walker,1963,Manufacturing,"Lake Johnathan, MI",4921,1746.21
584,Davis-Santiago,2018,Retail,"Jamesstad, NM",17644,8491.68
585,"Johnson, Patterson and Davis",1991,Retail,"Jeremyfurt, MI",14231,4265.68
586,"Gray, Reyes and Perkins",1950,Finance,"Phillipsshire, NJ",14273,1939.12
587,"Johnson, Miller and Wilson",1977,Food & Beverage,"New Ruth, OH",15145,5823.06
588,"Mcmillan, Hansen and Singh",1977,Technology,"Michaelborough, VA",7988,8414.54
589,Gray-Kennedy,1992,Technology,"Mooreborough, SD",8730,6459.27
590,"Gibbs, Harrison and Torres",2001,Finance,"Kimberlyview, KS",9626,4278.33
591,Castillo-Ellison,1960,Technology,"New Katieborough, NH",5451,3204.03
592,Ware Group,1992,Technology,"New Michelle, CO",10570,5968.4
593,Esparza Ltd,2009,Food & Beverage,"North Crystal, VA",2023,1688.82
594,Montgomery-Bennett,1997,Finance,"Barnettland, OK",9060,9184.09
595,Francis-Woods,1974,Food & Beverage,"East Patrick, ND",10988,6849.99
596,"Richmond, Garrett and Kim",1968,Manufacturing,"Christinachester, RI",1872,1653.03
597,Bradley LLC,1965,Healthcare,"New Jaredville, ID",15775,8102.23
598,"Anderson, Fisher and Frye",2015,Manufacturing,"North Debbie, RI",7149,4601.32
599,Miller-Perry,1959,Finance,"Katieland, NY",3339,370.52
600,Bean-Reynolds,1970,Technology,"New Michaelside, NY",756,676.32
601,Kennedy-Sawyer,1961,Food & Beverage,"Port Benjaminmouth, MD",13490,684.91
602,"Harvey, Rivera and Simmons",1963,Retail,"West Sherry, VT",17745,8396.02
603,"Williams, Schneider and Reynolds",1976,Healthcare,"Shaunfurt, MD",9829,7580.53
604,"Griffin, Hogan and Moss",2012,Manufacturing,"North Jasonfurt, IL",4376,6682.56
605,"King, Bell and Watkins",1997,Retail,"New Eric, TX",18416,47.43
606,"Kline, Bennett and Robinson",2003,Retail,"Melissaton, WI",2865,2972.91
607,Huffman-Smith,2001,Healthcare,"North Jeremyland, CT",6690,2809.53
608,Frazier-Young,2005,Manufacturing,"North Adammouth, UT",7840,4796.83
609,Wilson-Thomas,1991,Retail,"Port Kennethfurt, ME",943,8123.47
610,Johnson-Burns,1989,Finance,"Kennedymouth, SC",15775,7311.07
611,Jenkins LLC,2014,Manufacturing,"Stephenmouth, SD",15891,8640.48
612,Dean PLC,1999,Manufacturing,"East Michaelchester, MO",19080,8168.94
613,White LLC,2019,Technology,"Lake Hector, MS",8783,9932.65
614,"Lewis, Ferguson and Hayes",1999,Finance,"New Kathleentown, RI",8423,8035.96
615,Mckinney Inc,1955,Technology,"Jordanchester, NJ",10924,9601.62
616,Harris-Guerra,1986,Retail,"Reginaborough, LA",19519,7680.76
617,Hays-Cunningham,2013,Healthcare,"Estradahaven, IL",10812,8351.66
618,"Olson, Gomez and Brown",1977,Technology,"New Justinchester, ND",17655,2856.06
619,Barber-Rodriguez,1993,Manufacturing,"Port Eric, ME",2047,2369.05
620,David PLC,1968,Food & Beverage,"Duffystad, IA",11192,1677.93
621,Vang Group,2006,Finance,"New Julie, ND",839,7000.05
622,"Mcdonald, Cole and Franklin",1963,Technology,"Port Michael, NM",18046,2315.28
623,"Mccarthy, Parker and Foley",2004,Healthcare,"Joshuaberg, WI",18232,3491.09
624,"Vaughn, Davis and Bennett",1963,Technology,"Mooreborough, TX",9626,4172.16
625,Floyd and Sons,1952,Food & Beverage,"Samuelfort, AL",1484,2454.72
626,"Hunter, Thomas and Roberts",1991,Food & Beverage,"Davisside, VT",3240,815.23
627,Davis-Jenkins,1994,Manufacturing,"North Andreaburgh, RI",15150,7056.18
628,"Powers, Singh and Jones",2011,Technology,"Port Susan, OK",15270,3359.37
629,"Sullivan, Gray and Cannon",1984,Finance,"Kingville, AL",2728,6901.81
630,"Schmidt, Jarvis and Lamb",2013,Healthcare,"Maryside, NJ",1094,6937.45
631,Zimmerman LLC,2001,Technology,"East Jessicamouth, AR",15276,5802.55
632,Sampson-Burns,1977,Food & Beverage,"Nelsonmouth, TX",11877,700.36
633,"Torres, Hall and Meza",1986,Food & Beverage,"Port Lisabury, WV",19387,3651.88
634,Turner-Wong,1958,Retail,"South Davidville, UT",17883,8911.12
635,"Atkinson, Harrington and Bennett",1996,Healthcare,"Levinemouth, NM",920,8795.64
636,White-Garcia,2013,Finance,"West Staciefurt, WI",10591,1759.6
637,Adams-Adams,2015,Technology,"New Joseph, DE",15945,2305.26
638,"Mcguire, Berg and Perry",2010,Retail,"South Morgan, NJ",12424,2933.8
639,"Christensen, Bell and Stevens",1985,Healthcare,"Linville, AZ",5259,7226.27
640,"Schneider, Murphy and Brown",1979,Healthcare,"Mariahburgh, WI",18552,5942.51
641,Stafford Inc,2021,Retail,"Port Saraville, WI",3449,1640.65
642,Smith Inc,2008,Healthcare,"Michaelview, NH",11781,8501.36
643,Young-Rowland,2002,Healthcare,"Brittanymouth, DC",6274,3462.05
644,"Hart, Vaughn and Johnson",1993,Finance,"Emmamouth, CA",17794,1313.19
645,Mcclure PLC,2009,Technology,"Deborahside, MD",11811,3267.07
646,Bennett-Barrett,1984,Finance,"Lake James, NJ",5372,4466.56
647,"James, Edwards and Hamilton",1975,Food & Beverage,"Smithtown, ME",6042,9899.37
648,"Stone, Butler and Carter",1951,Food & Beverage,"Marcustown, ID",18760,8854.73
649,"Baker, Wright and Cole",1970,Manufacturing,"Bennettfort, NV",17703,3891.31
650,Lozano-Stuart,2007,Food & Beverage,"Parkerside, SC",11505,2513.33
651,"Lin, Gray and Gonzalez",1959,Healthcare,"North Yvonne, VA",17602,5460.28
652,"Mcgee, Sanchez and Mccann",1972,Manufacturing,"Port Joshuamouth, AR",3606,302.11
653,White-Irwin,1993,Technology,"New Omarberg, TN",14881,1262.33
654,Jimenez Group,1964,Finance,"Andreashire, AK",18401,3654.52
655,"Jackson, Alvarez and May",1953,Retail,"Port William, DE",18901,3116.07
656,"Caldwell, Whitaker and Willis",2011,Food & Beverage,"Villanuevaville, OH",17769,1631.18
657,Davis-Hughes,2022,Healthcare,"Port Pamela, ME",1825,129.22
658,Manning-Mcbride,1975,Retail,"Ethanside, PA",8532,5451.12
659,"Curtis, Hill and Phillips",1980,Technology,"Danielborough, GA",14549,4441.27
660,Wright Ltd,1969,Technology,"Heatherborough, MI",12763,8002.48
661,"Bowers, Gibbs and Evans",1982,Technology,"Arthurport, WI",9390,2170.47
662,Smith Inc,1998,Healthcare,"Christineview, MS",19705,8776.84
663,Goodman PLC,1968,Finance,"Leslieberg, NJ",5103,566.88
664,Castro-Ruiz,1977,Manufacturing,"Andersonview, NY",7586,1788.32
665,"Diaz, Acosta and Espinoza",2002,Finance,"Aliburgh, SD",11637,2302.58
666,Ward-Robertson,1995,Retail,"Wilsonland, OH",7665,742.03
667,Morgan LLC,1979,Technology,"Georgebury, PA",18080,42.4
668,"Wallace, Torres and Lin",1969,Finance,"Shawfurt, VT",15618,8832.5
669,Hale Group,2013,Technology,"Abbottview, WA",11618,13.58
670,Burns Ltd,1952,Retail,"Heatherhaven, DE",11378,5948.75
671,Wilson Inc,2009,Healthcare,"South Jimmyview, KY",10974,7521.37
672,Wilson and Sons,1980,Finance,"East Amandaberg, LA",13118,7412.65
673,Wall Inc,1990,Retail,"Davidland, WA",8373,4303.98
674,Lyons Group,1977,Retail,"Ryanburgh, TN",11114,1739.17
675,Sawyer LLC,1999,Food & Beverage,"West Amandaborough, ME",3892,3384.6
676,Johnson Group,1995,Healthcare,"Aliburgh, NJ",14455,379.87
677,"Floyd, Williams and Johnson",1975,Manufacturing,"Desireefurt, OK",7685,8200.28
678,"Johnson, Cooley and Edwards",1992,Technology,"New Jennifer, WV",16926,1880.41
679,"Rogers, White and Young",2014,Food & Beverage,"Peterville, CA",13774,8115.29
680,Benjamin Group,2008,Manufacturing,"New Jamesport, ME",13049,2109.87
681,Duncan Ltd,1996,Food & Beverage,"Phillipsville, MS",59,7996.46
682,Johnson-Harmon,1987,Food & Beverage,"Nicoletown, NV",4301,6037.96
683,Ferguson-Shepherd,1985,Finance,"North Robertside, MS",19252,6402.38
684,Curtis PLC,1995,Manufacturing,"Ramosburgh, ND",5167,4937.33
685,Zuniga-Haas,1964,Finance,"Duncanmouth, DE",4325,8440.45
686,Vaughan-Watson,1998,Food & Beverage,"Laurenmouth, ME",14974,7798.79
687,Hernandez-Whitaker,1952,Technology,"Buckleyview, MI",7735,2566.07
688,"Martin, Gordon and Pierce",2007,Retail,"Westbury, SD",5239,1485.07
689,Fields PLC,2013,Manufacturing,"Samuelfurt, CO",3905,2970.88
690,"Gonzalez, Sanford and Delgado",1953,Finance,"Port Samuelville, MA",3828,5132.7
691,Moore LLC,1965,Food & Beverage,"Rodriguezmouth, LA",7054,6291.31
692,"Williams, Avila and Hernandez",2002,Healthcare,"Thompsonstad, OR",10989,3014.1
693,"Reynolds, Henry and Burton",1972,Manufacturing,"Ashleystad, VT",5147,8090.94
694,"Perez, Hardy and Villarreal",1971,Finance,"West Stephanie, KY",6848,5425.87
695,Hardy LLC,1953,Food & Beverage,"Robertmouth, CO",7221,8113.55
696,Rogers PLC,1987,Healthcare,"Lake Thomas, FL",866,1272.49
